shipment_id,date,is_import,product_category,O_Country,D_Country,region,value,freight_cost,freight_ratio,customs_clearance_time_days,month,quarter,avg_delay_hours,avg_fuel_price,avg_warehouse_util,avg_damage_claims,avg_lead_time_days,avg_satisfaction,avg_support_tickets,avg_order_value,avg_days_to_pay,target
SHP-2024-0012,2024-01-13,1,Electronics,Taiwan,India,Asia-Pacific,210000,10500.0,0.05,4.0,1,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0013,2024-01-14,0,Industrial Equipment,India,Netherlands,Europe,130000,6500.0,0.05,3.3,1,1,2.451,82.748,78.0,5.72,13.973544973544973,4.185185185185185,0.6243386243386243,12507.936507936507,40.08465608465608,0
SHP-2024-0014,2024-01-15,1,Consumer Goods,Thailand,India,Asia-Pacific,70000,3500.0,0.05,2.4,1,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0015,2024-01-16,0,Textiles,India,USA,North America,110000,5500.0,0.05,2.9,1,1,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0
SHP-2024-0016,2024-01-17,1,Industrial Equipment,Italy,India,Asia-Pacific,190000,9500.0,0.05,4.5,1,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0017,2024-01-18,0,Electronics,India,USA,North America,150000,7500.0,0.05,3.0,1,1,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0
SHP-2024-0018,2024-01-19,1,Textiles,Turkey,India,Asia-Pacific,80000,4000.0,0.05,3.2,1,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1
SHP-2024-0019,2024-01-20,0,Consumer Goods,India,Saudi Arabia,Other,35000,1750.0,0.05,1.9,1,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0020,2024-01-21,1,Electronics,USA,India,Asia-Pacific,220000,11000.0,0.05,4.1,1,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0021,2024-01-22,0,Industrial Equipment,India,South Africa,Other,95000,4750.0,0.05,3.6,1,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0022,2024-01-23,1,Consumer Goods,Indonesia,India,Asia-Pacific,48000,2400.0,0.05,2.6,1,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0023,2024-01-24,0,Textiles,India,Nigeria,Other,65000,3250.0,0.05,3.4,1,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0024,2024-01-25,1,Industrial Equipment,Japan,India,Asia-Pacific,300000,15000.0,0.05,4.8,1,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1
SHP-2024-0025,2024-01-26,0,Electronics,India,Mexico,North America,120000,6000.0,0.05,3.9,1,1,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0
SHP-2024-0026,2024-01-27,1,Consumer Goods,Philippines,India,Asia-Pacific,40000,2000.0,0.05,2.8,1,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0027,2024-01-28,0,Textiles,India,Egypt,Other,50000,2500.0,0.05,2.3,1,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0028,2024-01-29,1,Electronics,Finland,India,Asia-Pacific,160000,8000.0,0.05,3.7,1,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0029,2024-01-30,0,Consumer Goods,India,Brazil,Other,70000,3500.0,0.05,4.3,1,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0030,2024-01-31,1,Industrial Equipment,South Korea,India,Asia-Pacific,280000,14000.0,0.05,4.6,1,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0031,2024-02-01,0,Electronics,India,USA,North America,88000,4400.0,0.05,2.2,2,1,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0
SHP-2024-0032,2024-02-02,1,Textiles,China,India,Asia-Pacific,125000,6250.0,0.05,3.6,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0033,2024-02-03,0,Consumer Goods,India,UK,Europe,47000,2350.0,0.05,1.9,2,1,2.451,82.748,78.0,5.72,13.973544973544973,4.185185185185185,0.6243386243386243,12507.936507936507,40.08465608465608,1
SHP-2024-0034,2024-02-04,1,Industrial Equipment,Germany,India,Asia-Pacific,260000,13000.0,0.05,4.3,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0035,2024-02-05,0,Electronics,India,Japan,Asia-Pacific,99000,4950.0,0.05,2.6,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0036,2024-02-06,1,Consumer Goods,Vietnam,India,Asia-Pacific,63000,3150.0,0.05,2.1,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0037,2024-02-07,0,Textiles,India,UAE,Other,79000,3950.0,0.05,1.6,2,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0038,2024-02-08,1,Electronics,South Korea,India,Asia-Pacific,187000,9350.0,0.05,3.9,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0040,2024-02-10,1,Textiles,Bangladesh,India,Asia-Pacific,94000,4700.0,0.05,2.8,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0041,2024-02-11,0,Consumer Goods,India,Australia,Asia-Pacific,59000,2950.0,0.05,3.2,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0042,2024-02-12,1,Electronics,Taiwan,India,Asia-Pacific,218000,10900.0,0.05,4.1,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0043,2024-02-13,0,Industrial Equipment,India,Netherlands,Europe,138000,6900.0,0.05,3.4,2,1,2.451,82.748,78.0,5.72,13.973544973544973,4.185185185185185,0.6243386243386243,12507.936507936507,40.08465608465608,0
SHP-2024-0044,2024-02-14,1,Consumer Goods,Thailand,India,Asia-Pacific,74000,3700.0,0.05,2.5,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0045,2024-02-15,0,Textiles,India,USA,North America,115000,5750.0,0.05,3.0,2,1,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,1
SHP-2024-0046,2024-02-16,1,Industrial Equipment,Italy,India,Asia-Pacific,198000,9900.0,0.05,4.6,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0047,2024-02-17,0,Electronics,India,USA,North America,158000,7900.0,0.05,3.1,2,1,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0
SHP-2024-0048,2024-02-18,1,Textiles,Turkey,India,Asia-Pacific,84000,4200.0,0.05,3.3,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0049,2024-02-19,0,Consumer Goods,India,Saudi Arabia,Other,39000,1950.0,0.05,2.0,2,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0050,2024-02-20,1,Electronics,USA,India,Asia-Pacific,228000,11400.0,0.05,4.2,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0051,2024-02-21,0,Industrial Equipment,India,South Africa,Other,98000,4900.0,0.05,3.7,2,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0052,2024-02-22,1,Consumer Goods,Indonesia,India,Asia-Pacific,51000,2550.0,0.05,2.7,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0053,2024-02-23,0,Textiles,India,Nigeria,Other,68000,3400.0,0.05,3.5,2,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,1
SHP-2024-0054,2024-02-24,1,Industrial Equipment,Japan,India,Asia-Pacific,310000,15500.0,0.05,4.9,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0055,2024-02-25,0,Electronics,India,Mexico,North America,124000,6200.0,0.05,4.0,2,1,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0
SHP-2024-0056,2024-02-26,1,Consumer Goods,Philippines,India,Asia-Pacific,43000,2150.0,0.05,2.9,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0057,2024-02-27,0,Textiles,India,Egypt,Other,53000,2650.0,0.05,2.4,2,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0058,2024-02-28,1,Electronics,Finland,India,Asia-Pacific,165000,8250.0,0.05,3.8,2,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0059,2024-03-01,0,Consumer Goods,India,Brazil,Other,73000,3650.0,0.05,4.4,3,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,1
SHP-2024-0060,2024-03-02,1,Industrial Equipment,South Korea,India,Asia-Pacific,288000,14400.0,0.05,4.7,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0061,2024-03-03,0,Electronics,India,USA,North America,92000,4600.0,0.05,2.3,3,1,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0
SHP-2024-0062,2024-03-04,1,Textiles,China,India,Asia-Pacific,130000,6500.0,0.05,3.7,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0063,2024-03-05,0,Consumer Goods,India,UK,Europe,50000,2500.0,0.05,2.0,3,1,2.451,82.748,78.0,5.72,13.973544973544973,4.185185185185185,0.6243386243386243,12507.936507936507,40.08465608465608,0
SHP-2024-0064,2024-03-06,1,Industrial Equipment,Germany,India,Asia-Pacific,270000,13500.0,0.05,4.4,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0065,2024-03-07,0,Electronics,India,Japan,Asia-Pacific,105000,5250.0,0.05,2.7,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0066,2024-03-08,1,Consumer Goods,Vietnam,India,Asia-Pacific,66000,3300.0,0.05,2.2,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1
SHP-2024-0067,2024-03-09,0,Textiles,India,UAE,Other,83000,4150.0,0.05,1.7,3,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0068,2024-03-10,1,Electronics,South Korea,India,Asia-Pacific,195000,9750.0,0.05,4.0,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0070,2024-03-12,1,Textiles,Bangladesh,India,Asia-Pacific,98000,4900.0,0.05,2.9,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0071,2024-03-13,0,Consumer Goods,India,Australia,Asia-Pacific,62000,3100.0,0.05,3.3,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0072,2024-03-14,1,Electronics,Taiwan,India,Asia-Pacific,225000,11250.0,0.05,4.2,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1
SHP-2024-0073,2024-03-15,0,Industrial Equipment,India,Netherlands,Europe,145000,7250.0,0.05,3.5,3,1,2.451,82.748,78.0,5.72,13.973544973544973,4.185185185185185,0.6243386243386243,12507.936507936507,40.08465608465608,0
SHP-2024-0074,2024-03-16,1,Consumer Goods,Thailand,India,Asia-Pacific,78000,3900.0,0.05,2.6,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0075,2024-03-17,0,Textiles,India,USA,North America,120000,6000.0,0.05,3.1,3,1,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0
SHP-2024-0076,2024-03-18,1,Industrial Equipment,Italy,India,Asia-Pacific,205000,10250.0,0.05,4.7,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0077,2024-03-19,0,Electronics,India,USA,North America,165000,8250.0,0.05,3.2,3,1,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0
SHP-2024-0078,2024-03-20,1,Textiles,Turkey,India,Asia-Pacific,88000,4400.0,0.05,3.4,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0079,2024-03-21,0,Consumer Goods,India,Saudi Arabia,Other,42000,2100.0,0.05,2.1,3,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,1
SHP-2024-0080,2024-03-22,1,Electronics,USA,India,Asia-Pacific,235000,11750.0,0.05,4.3,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0081,2024-03-23,0,Industrial Equipment,India,South Africa,Other,102000,5100.0,0.05,3.8,3,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0082,2024-03-24,1,Consumer Goods,Indonesia,India,Asia-Pacific,54000,2700.0,0.05,2.8,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0083,2024-03-25,0,Textiles,India,Nigeria,Other,71000,3550.0,0.05,3.6,3,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0084,2024-03-26,1,Industrial Equipment,Japan,India,Asia-Pacific,320000,16000.0,0.05,5.0,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0085,2024-03-27,0,Electronics,India,Mexico,North America,128000,6400.0,0.05,4.1,3,1,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,1
SHP-2024-0086,2024-03-28,1,Consumer Goods,Philippines,India,Asia-Pacific,46000,2300.0,0.05,3.0,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0087,2024-03-29,0,Textiles,India,Egypt,Other,56000,2800.0,0.05,2.5,3,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0088,2024-03-30,1,Electronics,Finland,India,Asia-Pacific,170000,8500.0,0.05,3.9,3,1,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0089,2024-03-31,0,Consumer Goods,India,Brazil,Other,76000,3800.0,0.05,4.5,3,1,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0090,2024-04-01,1,Industrial Equipment,South Korea,India,Asia-Pacific,295000,14750.0,0.05,4.8,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0091,2024-04-02,0,Electronics,India,USA,North America,95000,4750.0,0.05,2.4,4,2,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0
SHP-2024-0092,2024-04-03,1,Textiles,China,India,Asia-Pacific,135000,6750.0,0.05,3.8,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1
SHP-2024-0093,2024-04-04,0,Consumer Goods,India,UK,Europe,52000,2600.0,0.05,2.1,4,2,2.451,82.748,78.0,5.72,13.973544973544973,4.185185185185185,0.6243386243386243,12507.936507936507,40.08465608465608,0
SHP-2024-0094,2024-04-05,1,Industrial Equipment,Germany,India,Asia-Pacific,275000,13750.0,0.05,4.5,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0095,2024-04-06,0,Electronics,India,Japan,Asia-Pacific,110000,5500.0,0.05,2.8,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0096,2024-04-07,1,Consumer Goods,Vietnam,India,Asia-Pacific,68000,3400.0,0.05,2.3,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0097,2024-04-08,0,Textiles,India,UAE,Other,86000,4300.0,0.05,1.8,4,2,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0098,2024-04-09,1,Electronics,South Korea,India,Asia-Pacific,200000,10000.0,0.05,4.1,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1
SHP-2024-0100,2024-04-11,1,Textiles,Bangladesh,India,Asia-Pacific,100000,5000.0,0.05,3.0,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0101,2024-04-12,0,Consumer Goods,India,Australia,Asia-Pacific,65000,3250.0,0.05,3.4,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0102,2024-04-13,1,Electronics,Taiwan,India,Asia-Pacific,230000,11500.0,0.05,4.3,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0103,2024-04-14,0,Industrial Equipment,India,Netherlands,Europe,150000,7500.0,0.05,3.6,4,2,2.451,82.748,78.0,5.72,13.973544973544973,4.185185185185185,0.6243386243386243,12507.936507936507,40.08465608465608,0
SHP-2024-0104,2024-04-15,1,Consumer Goods,Thailand,India,Asia-Pacific,80000,4000.0,0.05,2.7,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1
SHP-2024-0105,2024-04-16,0,Textiles,India,USA,North America,125000,6250.0,0.05,3.2,4,2,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0
SHP-2024-0106,2024-04-17,1,Industrial Equipment,Italy,India,Asia-Pacific,210000,10500.0,0.05,4.8,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0107,2024-04-18,0,Electronics,India,USA,North America,170000,8500.0,0.05,3.3,4,2,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0
SHP-2024-0108,2024-04-19,1,Textiles,Turkey,India,Asia-Pacific,90000,4500.0,0.05,3.5,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0109,2024-04-20,0,Consumer Goods,India,Saudi Arabia,Other,45000,2250.0,0.05,2.2,4,2,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0110,2024-04-21,1,Electronics,USA,India,Asia-Pacific,240000,12000.0,0.05,4.4,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1
SHP-2024-0111,2024-04-22,0,Industrial Equipment,India,South Africa,Other,105000,5250.0,0.05,3.9,4,2,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0112,2024-04-23,1,Consumer Goods,Indonesia,India,Asia-Pacific,56000,2800.0,0.05,2.9,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0113,2024-04-24,0,Textiles,India,Nigeria,Other,73000,3650.0,0.05,3.7,4,2,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0114,2024-04-25,1,Industrial Equipment,Japan,India,Asia-Pacific,330000,16500.0,0.05,5.1,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0115,2024-04-26,0,Electronics,India,Mexico,North America,132000,6600.0,0.05,4.2,4,2,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0
SHP-2024-0116,2024-04-27,1,Consumer Goods,Philippines,India,Asia-Pacific,48000,2400.0,0.05,3.1,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1
SHP-2024-0117,2024-04-28,0,Textiles,India,Egypt,Other,58000,2900.0,0.05,2.6,4,2,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0118,2024-04-29,1,Electronics,Finland,India,Asia-Pacific,175000,8750.0,0.05,4.0,4,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
SHP-2024-0119,2024-04-30,0,Consumer Goods,India,Brazil,Other,78000,3900.0,0.05,4.6,4,2,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0
SHP-2024-0120,2024-05-01,1,Industrial Equipment,South Korea,India,Asia-Pacific,300000,15000.0,0.05,4.9,5,2,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0
