value,freight_cost,freight_ratio,customs_clearance_time_days,month,quarter,avg_delay_hours,avg_fuel_price,avg_warehouse_util,avg_damage_claims,avg_lead_time_days,avg_satisfaction,avg_support_tickets,avg_order_value,avg_days_to_pay,is_import,product_category,region,O_Country,D_Country
260000.0,13000.0,0.05,4.9,10.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.18534100235256665,0.1673283671679816
78000.0,3900.0,0.05,4.6,4.0,2.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,0.0,3.0,0.13768872471783386,0.2566347469220246
120000.0,6000.0,0.05,3.6,10.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,3.0,0.0,0.15396723438354598,0.1673283671679816
315000.0,15750.0,0.05,5.3,12.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.22954003809359003,0.17308700293614454
190000.0,9500.0,0.05,4.4,12.0,4.0,2.451,82.748,78.0,5.72,13.973544973544971,4.185185185185185,0.6243386243386243,12507.936507936509,40.08465608465608,0.0,2.0,1.0,0.14097733239617707,0.08672637430626438
287000.0,14350.0,0.05,4.7,6.0,2.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.17519261330490235,0.15898122524329308
239000.0,11950.0,0.05,4.3,3.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.18548593941008734,0.15024426266782237
92000.0,4600.0,0.05,2.0,6.0,2.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,3.0,3.0,0.13768872471783386,0.11289316582019067
162000.0,8100.0,0.05,4.3,8.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,3.0,0.0,0.1975784564505561,0.17308700293614454
237000.0,11850.0,0.05,5.3,9.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.16615878501917156,0.15024426266782237
132000.0,6600.0,0.05,3.7,3.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,3.0,0.0,0.1502571399760227,0.15898122524329308
55000.0,2750.0,0.05,3.4,7.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,0.0,0.0,0.20935976975860046,0.15898122524329308
64500.0,3225.0,0.05,2.1,2.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,0.0,0.0,0.13456439393939393,0.1673283671679816
124000.0,6200.0,0.05,4.0,2.0,1.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,1.0,2.0,0.15167677282895775,0.17519261330490235
227000.0,11350.0,0.05,4.6,9.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.11659318079944302,0.17308700293614454
232000.0,11600.0,0.05,4.7,10.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.10124046678305615,0.15898122524329308
62500.0,3125.0,0.05,3.7,10.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,0.0,0.0,0.1436498720623144,0.17233522899962855
300000.0,15000.0,0.05,4.8,1.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.09440656592643255,0.17233522899962855
59500.0,2975.0,0.05,2.4,7.0,3.0,2.451,82.748,78.0,5.72,13.973544973544971,4.185185185185185,0.6243386243386243,12507.936507936509,40.08465608465608,0.0,0.0,1.0,0.15167677282895775,0.22934827405998476
174000.0,8700.0,0.05,3.4,5.0,2.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,1.0,2.0,0.16510103111430252,0.1699295369539402
262000.0,13100.0,0.05,4.9,10.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.22934827405998476,0.15898122524329308
71500.0,3575.0,0.05,4.3,1.0,1.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,0.0,3.0,0.13768872471783386,0.2566347469220246
190000.0,9500.0,0.05,3.7,8.0,3.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,1.0,2.0,0.13768872471783386,0.13496652423002414
180000.0,9000.0,0.05,3.8,1.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.13401327038706326,0.15024426266782237
73000.0,3650.0,0.05,3.3,11.0,4.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,3.0,3.0,0.16510103111430252,0.19541756652418887
405000.0,20250.0,0.05,5.8,11.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.1968313539053329,0.15024426266782237
122000.0,6100.0,0.05,3.1,7.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0.0,1.0,0.0,0.14097733239617707,0.06118643703870803
65000.0,3250.0,0.05,3.4,4.0,2.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0.0,0.0,0.0,0.16510103111430252,0.1968313539053329
150000.0,7500.0,0.05,3.6,4.0,2.0,2.451,82.748,78.0,5.72,13.973544973544971,4.185185185185185,0.6243386243386243,12507.936507936509,40.08465608465608,0.0,2.0,1.0,0.15167677282895775,0.07435710611468219
122000.0,6100.0,0.05,3.1,3.0,1.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,3.0,2.0,0.13768872471783386,0.13496652423002414
83500.0,4175.0,0.05,2.8,5.0,2.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,0.0,0.0,0.20935976975860046,0.15898122524329308
145000.0,7250.0,0.05,4.0,6.0,2.0,4.376,84.7,92.0,14.28,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,3.0,0.0,0.22954003809359003,0.15024426266782237
104000.0,5200.0,0.05,3.8,3.0,1.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,2.0,3.0,0.14291145871471783,0.13456439393939393
68000.0,3400.0,0.05,3.5,2.0,1.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,3.0,3.0,0.15167677282895775,0.1660502046653844
74500.0,3725.0,0.05,3.7,12.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,0.0,0.0,0.08672637430626438,0.15024426266782237
292000.0,14600.0,0.05,4.7,3.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.13401327038706326,0.15024426266782237
74500.0,3725.0,0.05,3.3,11.0,4.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,3.0,3.0,0.14097733239617707,0.08672637430626438
295000.0,14750.0,0.05,4.9,8.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.17519261330490235,0.15898122524329308
340000.0,17000.0,0.05,5.2,5.0,2.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.09440656592643255,0.17233522899962855
83000.0,4150.0,0.05,3.0,11.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,0.0,0.0,0.13456439393939393,0.17233522899962855
135000.0,6750.0,0.05,3.5,11.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0.0,1.0,0.0,0.15167677282895775,0.12651146884236755
105000.0,5250.0,0.05,3.9,4.0,2.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,2.0,3.0,0.15167677282895775,0.1436498720623144
162000.0,8100.0,0.05,3.9,11.0,4.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,3.0,2.0,0.16510103111430252,0.1699295369539402
257000.0,12850.0,0.05,4.7,7.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.1436498720623144,0.1673283671679816
77000.0,3850.0,0.05,3.8,8.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0.0,0.0,0.0,0.16510103111430252,0.1968313539053329
58000.0,2900.0,0.05,2.4,7.0,3.0,2.451,82.748,78.0,5.72,13.973544973544971,4.185185185185185,0.6243386243386243,12507.936507936509,40.08465608465608,0.0,0.0,1.0,0.14097733239617707,0.12658929487110865
165000.0,8250.0,0.05,3.8,2.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.18548593941008734,0.15024426266782237
72500.0,3625.0,0.05,3.6,3.0,1.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,3.0,3.0,0.14097733239617707,0.22954003809359003
101000.0,5050.0,0.05,2.6,2.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0.0,1.0,0.0,0.15167677282895775,0.12651146884236755
310000.0,15500.0,0.05,5.2,11.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.17519261330490235,0.15898122524329308
160000.0,8000.0,0.05,4.3,8.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,3.0,0.0,0.22954003809359003,0.15024426266782237
147000.0,7350.0,0.05,4.6,8.0,3.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,1.0,2.0,0.16510103111430252,0.17531762263116077
210000.0,10500.0,0.05,4.0,1.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.13465588570916845,0.15024426266782237
114000.0,5700.0,0.05,4.2,11.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,3.0,0.0,0.19666203059805287,0.15898122524329308
167000.0,8350.0,0.05,4.0,12.0,4.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,3.0,2.0,0.13768872471783386,0.13496652423002414
95500.0,4775.0,0.05,2.8,2.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,3.0,0.0,0.16592522390256279,0.15024426266782237
82500.0,4125.0,0.05,2.9,10.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,0.0,0.0,0.13456439393939393,0.1673283671679816
232000.0,11600.0,0.05,5.2,8.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.33540930347658904,0.17308700293614454
110000.0,5500.0,0.05,2.9,1.0,1.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,3.0,2.0,0.16510103111430252,0.1699295369539402
200000.0,10000.0,0.05,4.5,9.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.2566347469220246,0.15898122524329308
157000.0,7850.0,0.05,4.2,8.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,3.0,0.0,0.22954003809359003,0.15024426266782237
93000.0,4650.0,0.05,4.5,12.0,4.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,3.0,3.0,0.13768872471783386,0.08667152221412963
117000.0,5850.0,0.05,3.5,9.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,3.0,0.0,0.16576693298783557,0.17233522899962855
116000.0,5800.0,0.05,3.1,10.0,4.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,1.0,2.0,0.16510103111430252,0.1699295369539402
257000.0,12850.0,0.05,4.8,9.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.18534100235256665,0.1673283671679816
215000.0,10750.0,0.05,4.9,5.0,2.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.33540930347658904,0.17308700293614454
148000.0,7400.0,0.05,3.5,3.0,1.0,2.451,82.748,78.0,5.72,13.973544973544971,4.185185185185185,0.6243386243386243,12507.936507936509,40.08465608465608,0.0,2.0,1.0,0.14291145871471783,0.06938775510204083
127000.0,6350.0,0.05,3.6,2.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,3.0,0.0,0.22954003809359003,0.15024426266782237
46500.0,2325.0,0.05,1.8,1.0,1.0,2.451,82.748,78.0,5.72,13.973544973544971,4.185185185185185,0.6243386243386243,12507.936507936509,40.08465608465608,0.0,0.0,1.0,0.13768872471783386,0.19666203059805287
126000.0,6300.0,0.05,4.0,2.0,1.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,1.0,2.0,0.16510103111430252,0.17531762263116077
69000.0,3450.0,0.05,3.1,9.0,3.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,3.0,3.0,0.14097733239617707,0.08672637430626438
84500.0,4225.0,0.05,4.0,10.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0.0,0.0,0.0,0.16510103111430252,0.1968313539053329
147000.0,7350.0,0.05,3.6,8.0,3.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,3.0,2.0,0.16510103111430252,0.1699295369539402
100000.0,5000.0,0.05,2.3,9.0,3.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,3.0,3.0,0.14097733239617707,0.08010697799101016
52500.0,2625.0,0.05,2.7,2.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,0.0,0.0,0.20935976975860046,0.15898122524329308
192000.0,9600.0,0.05,4.3,7.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.21768089615501057,0.17233522899962855
71500.0,3575.0,0.05,2.4,5.0,2.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,0.0,0.0,0.08672637430626438,0.17308700293614454
100500.0,5025.0,0.05,5.4,12.0,4.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,0.0,3.0,0.15167677282895775,0.15396723438354598
70000.0,3500.0,0.05,2.4,5.0,2.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,0.0,0.0,0.08672637430626438,0.17308700293614454
114500.0,5725.0,0.05,3.0,9.0,3.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,1.0,2.0,0.15167677282895775,0.13674688300204785
78000.0,3900.0,0.05,3.9,6.0,2.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,3.0,3.0,0.14097733239617707,0.22954003809359003
305000.0,15250.0,0.05,4.8,1.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.12651146884236755,0.1673283671679816
66500.0,3325.0,0.05,3.9,12.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,0.0,0.0,0.20935976975860046,0.15898122524329308
125000.0,6250.0,0.05,3.6,2.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,3.0,0.0,0.1660502046653844,0.1673283671679816
142000.0,7100.0,0.05,4.5,7.0,3.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,1.0,2.0,0.16510103111430252,0.17531762263116077
247000.0,12350.0,0.05,4.5,5.0,2.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.18548593941008734,0.15024426266782237
210000.0,10500.0,0.05,4.8,4.0,2.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.33540930347658904,0.17308700293614454
75000.0,3750.0,0.05,1.5,1.0,1.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,3.0,3.0,0.16510103111430252,0.0650504030451626
215000.0,10750.0,0.05,4.8,12.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.18548593941008734,0.17308700293614454
83000.0,4150.0,0.05,4.0,10.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0.0,0.0,0.0,0.16510103111430252,0.1968313539053329
332000.0,16600.0,0.05,5.5,10.0,4.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.10124046678305615,0.15898122524329308
365000.0,18250.0,0.05,5.4,7.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,2.0,0.0,0.12651146884236755,0.1673283671679816
75500.0,3775.0,0.05,3.7,7.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,0.0,0.0,0.0,0.13768872471783386,0.08006216506599288
43000.0,2150.0,0.05,2.9,2.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,0.0,0.0,0.1436498720623144,0.1673283671679816
130000.0,6500.0,0.05,3.3,1.0,1.0,2.451,82.748,78.0,5.72,13.973544973544971,4.185185185185185,0.6243386243386243,12507.936507936509,40.08465608465608,0.0,2.0,1.0,0.16510103111430252,0.05774613214100688
93000.0,4650.0,0.05,3.6,5.0,2.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,3.0,0.0,0.19666203059805287,0.15898122524329308
183000.0,9150.0,0.05,3.5,6.0,2.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,1.0,2.0,0.14291145871471783,0.13674688300204785
132000.0,6600.0,0.05,4.2,4.0,2.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,1.0,2.0,0.13768872471783386,0.13456439393939393
237000.0,11850.0,0.05,4.4,5.0,2.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,1.0,0.0,0.18534100235256665,0.1673283671679816
43500.0,2175.0,0.05,2.1,3.0,1.0,2.451,82.748,78.0,5.72,14.824941087546131,4.293797923209689,0.6607150941184555,20499.70063783089,40.08485747834488,0.0,0.0,3.0,0.15167677282895775,0.17936675407686634
142000.0,7100.0,0.05,3.9,5.0,2.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,3.0,0.0,0.1660502046653844,0.1673283671679816
120000.0,6000.0,0.05,3.9,1.0,1.0,2.451,82.748,78.0,5.72,12.544973544973544,4.28042328042328,0.3544973544973545,17865.079365079364,40.03703703703704,0.0,1.0,2.0,0.14291145871471783,0.05772647040461312
51000.0,2550.0,0.05,2.7,2.0,1.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,0.0,0.0,0.20935976975860046,0.1673283671679816
105000.0,5250.0,0.05,4.0,9.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,3.0,0.0,0.0650504030451626,0.15024426266782237
92000.0,4600.0,0.05,3.2,9.0,3.0,2.451,82.748,78.0,5.72,15.470588235294118,4.310160427807487,0.7379679144385026,22096.25668449198,40.096256684491976,1.0,0.0,0.0,0.20935976975860046,0.15898122524329308
